user,week,auth_events,auth_success,success_rate,uniq_src,uniq_dst,night_auth
user0933,2023-12-31,11,11,1.0,1,2,0
user0742,2023-04-09,13,10,0.769,2,2,0
user0368,2024-05-19,8,7,0.875,1,4,0
user1366,2023-06-04,14,14,1.0,2,2,0
user1470,2023-07-02,8,8,1.0,3,1,0
user0281,2023-03-12,13,11,0.846,3,2,1
user0018,2024-05-26,14,12,0.857,2,5,1
user1771,2023-09-10,10,9,0.9,1,4,1
user1374,2024-01-28,14,14,1.0,1,1,0
user1643,2023-01-01,16,14,0.875,3,3,0
user0078,2023-04-30,14,14,1.0,1,3,1
user1038,2024-06-02,11,10,0.909,3,2,1
user0438,2024-03-10,12,11,0.917,3,4,0
user0203,2024-05-05,15,14,0.933,1,1,0
user1819,2023-02-26,18,18,1.0,1,1,0
user1426,2023-03-12,14,11,0.786,2,1,1
user0712,2023-08-27,16,15,0.938,1,1,0
user0292,2023-02-26,12,12,1.0,3,1,0
user1842,2024-06-02,9,9,1.0,1,2,1
user0238,2023-12-10,11,8,0.727,2,2,1
user0538,2023-02-05,9,8,0.889,1,2,0
user0465,2024-03-24,16,13,0.812,4,3,2
user1868,2024-04-14,18,18,1.0,2,1,0
user1920,2023-02-05,11,10,0.909,1,2,0
user1479,2023-01-08,15,14,0.933,1,2,1
user0777,2023-03-12,12,11,0.917,1,2,1
user0208,2023-01-01,19,19,1.0,2,2,1
user1809,2023-02-05,10,8,0.8,1,1,0
user1315,2023-10-22,17,16,0.941,3,1,1
user1360,2024-03-03,14,14,1.0,2,1,0
user1695,2024-03-24,7,7,1.0,1,1,0
user1675,2024-03-31,13,12,0.923,1,1,0
user0875,2024-03-24,15,15,1.0,2,2,2
user1228,2023-08-13,15,14,0.933,2,1,0
user0478,2024-07-07,14,13,0.929,1,1,0
user1916,2023-11-12,12,11,0.917,1,2,0
user1825,2023-10-22,10,10,1.0,2,2,0
user0489,2023-01-29,16,15,0.938,1,1,0
user0827,2023-04-30,14,13,0.929,1,2,1
user1163,2024-01-28,17,16,0.941,1,2,0
user1701,2024-05-12,15,14,0.933,2,2,2
user1322,2023-04-30,12,11,0.917,1,1,1
user1448,2023-12-10,11,8,0.727,1,3,1
user0059,2023-12-03,15,14,0.933,3,1,0
user0959,2024-05-12,11,11,1.0,2,1,1
user0366,2023-01-15,13,13,1.0,3,4,1
user0227,2023-05-14,16,15,0.938,3,2,0
user1887,2023-12-17,10,10,1.0,1,2,1
user1307,2023-11-12,12,12,1.0,3,4,0
user1835,2024-05-05,22,22,1.0,2,3,2
user1322,2024-06-16,16,11,0.688,1,1,0
user0593,2023-09-10,12,11,0.917,1,2,1
user0105,2023-09-03,13,12,0.923,1,3,1
user1102,2024-01-28,8,8,1.0,2,1,0
user0102,2024-04-14,17,16,0.941,1,2,1
user0329,2023-01-15,12,12,1.0,2,1,0
user0150,2024-05-19,16,10,0.625,1,4,4
user0156,2023-06-18,11,11,1.0,1,1,1
user0282,2023-01-22,15,15,1.0,1,1,0
user1604,2023-02-19,18,16,0.889,2,1,2
user1269,2023-08-27,10,10,1.0,3,2,1
user0871,2024-04-28,9,9,1.0,1,1,0
user1531,2023-02-05,11,10,0.909,2,5,2
user0585,2024-06-23,12,12,1.0,1,2,0
user0511,2023-03-26,4,3,0.75,1,1,1
user1647,2023-09-24,6,6,1.0,2,2,1
user1787,2024-01-07,11,8,0.727,1,4,0
user0920,2023-02-05,14,12,0.857,2,5,1
user1244,2023-02-12,16,13,0.812,1,4,1
user0719,2023-07-16,8,7,0.875,1,3,0
user1403,2023-12-03,11,8,0.727,1,2,2
user1387,2023-11-05,8,7,0.875,1,1,0
user1256,2023-06-11,14,14,1.0,1,1,0
user0656,2024-04-07,4,4,1.0,3,1,0
user1576,2023-01-15,17,14,0.824,1,3,1
user0390,2024-06-16,22,19,0.864,1,2,0
user0853,2024-01-21,5,5,1.0,1,3,0
user0590,2024-02-04,12,11,0.917,1,1,0
user1047,2024-04-14,10,8,0.8,1,2,0
user1430,2023-10-29,13,10,0.769,3,1,0
user1557,2024-01-28,10,8,0.8,1,1,0
user0047,2023-06-11,12,9,0.75,3,2,2
user1879,2023-04-02,21,20,0.952,1,1,0
user0931,2024-05-26,6,6,1.0,1,1,0
user1548,2023-10-08,11,11,1.0,1,1,0
user1996,2023-02-19,13,11,0.846,2,2,0
user0906,2023-11-12,12,12,1.0,1,2,0
user1922,2024-04-21,10,7,0.7,1,1,0
user0511,2024-07-07,8,8,1.0,2,1,0
user0981,2024-04-21,11,11,1.0,1,2,0
user1505,2023-01-08,21,16,0.762,1,1,1
user0002,2024-04-14,11,10,0.909,1,5,0
user0181,2024-03-24,18,15,0.833,1,1,0
user1006,2023-10-15,10,10,1.0,2,4,0
user1944,2023-01-15,9,8,0.889,3,2,0
user1011,2024-01-21,12,10,0.833,2,2,2
user1859,2023-07-30,10,9,0.9,1,4,0
user1197,2024-03-10,9,8,0.889,2,1,0
user1522,2023-02-19,8,7,0.875,1,1,1
user0201,2023-11-12,13,13,1.0,2,3,0
user1286,2023-05-21,7,7,1.0,2,1,0
user1929,2024-03-17,11,10,0.909,2,1,0
user1912,2023-12-24,14,14,1.0,1,1,0
user0764,2023-04-30,13,13,1.0,1,2,1
user1386,2023-01-01,11,11,1.0,3,1,0
user0485,2024-07-07,11,10,0.909,2,1,1
user0141,2023-12-03,7,7,1.0,1,3,0
user0913,2024-03-24,15,12,0.8,3,2,0
user1809,2023-06-11,8,6,0.75,2,4,0
user0266,2024-01-21,17,15,0.882,3,1,1
user1856,2023-04-02,17,17,1.0,1,1,1
user1085,2023-06-11,14,13,0.929,2,2,3
user1532,2023-09-10,14,14,1.0,1,1,2
user0637,2023-08-06,11,11,1.0,1,3,1
user1971,2024-04-07,11,10,0.909,2,1,0
user1264,2023-02-05,8,7,0.875,1,1,1
user1244,2023-07-02,10,10,1.0,2,1,0
user1157,2024-03-03,8,8,1.0,1,1,0
user0354,2023-11-05,9,8,0.889,1,1,0
user0812,2023-05-21,7,6,0.857,2,3,1
user1825,2023-10-29,12,11,0.917,3,3,0
user0910,2023-01-22,11,11,1.0,1,5,0
user1298,2023-10-22,12,11,0.917,1,2,0
user0257,2024-06-16,9,7,0.778,2,2,0
user1188,2023-10-01,16,16,1.0,1,1,0
user0154,2023-09-24,12,12,1.0,1,4,0
user1058,2023-04-09,14,13,0.929,1,1,2
user1561,2023-04-09,14,13,0.929,1,3,0
user1034,2024-06-09,8,8,1.0,2,3,0
user0980,2023-03-26,15,15,1.0,1,2,0
user1311,2023-04-23,17,13,0.765,2,1,0
user0345,2023-12-31,15,14,0.933,2,1,0
user1906,2024-03-31,17,17,1.0,3,3,0
user1801,2024-03-31,15,15,1.0,2,1,0
user1393,2024-07-07,6,6,1.0,4,1,0
user0931,2023-10-22,13,13,1.0,1,1,0
user1621,2024-02-04,16,16,1.0,1,4,0
user0656,2023-04-23,14,14,1.0,2,3,0
user1730,2023-04-02,12,11,0.917,3,2,1
user0921,2024-03-03,9,9,1.0,1,2,0
user0536,2023-06-04,14,14,1.0,1,2,0
user1473,2024-06-02,8,8,1.0,1,1,0
user0795,2023-06-04,14,12,0.857,1,1,0
user0358,2023-04-02,11,10,0.909,1,1,0
user0703,2023-12-17,10,8,0.8,4,1,0
user1472,2024-06-30,10,9,0.9,2,3,0
user0180,2024-01-21,10,6,0.6,1,2,0
user0158,2023-06-04,13,11,0.846,4,1,3
user1781,2024-06-02,16,12,0.75,1,3,1
user0281,2023-05-21,11,10,0.909,1,3,0
user1195,2024-03-31,9,9,1.0,1,2,0
user0528,2024-05-26,16,13,0.812,1,1,0
user1258,2024-01-07,8,8,1.0,3,1,0
user0169,2023-02-19,20,15,0.75,3,4,0
user1556,2023-01-08,13,13,1.0,1,1,1
user0313,2024-04-07,12,10,0.833,3,3,1
user0702,2023-01-22,8,7,0.875,2,2,1
user1351,2024-07-07,10,9,0.9,1,1,0
user1137,2024-01-14,8,8,1.0,2,1,0
user1263,2023-11-05,7,5,0.714,1,2,0
user1590,2023-03-26,11,9,0.818,1,3,0
user1435,2023-05-28,11,11,1.0,1,2,1
user0801,2024-01-14,17,16,0.941,3,3,2
user1765,2024-03-24,8,7,0.875,3,1,1
user0054,2023-12-17,16,16,1.0,3,1,0
user0921,2023-01-15,13,12,0.923,2,3,1
user1462,2024-05-19,19,18,0.947,4,2,0
user1860,2023-01-22,8,5,0.625,2,2,0
user1713,2024-02-25,15,15,1.0,1,1,0
user0852,2023-04-16,10,10,1.0,3,1,0
user0928,2023-05-14,14,12,0.857,1,2,4
user0482,2023-07-02,17,15,0.882,1,2,1
user0793,2023-10-15,6,5,0.833,1,3,0
user0930,2023-12-24,9,8,0.889,5,2,0
user0326,2023-05-21,10,8,0.8,2,1,0
user0023,2023-05-21,5,3,0.6,1,2,2
user0637,2023-02-05,12,12,1.0,1,3,0
user1718,2023-04-30,5,5,1.0,1,1,0
user0405,2024-03-17,7,7,1.0,1,2,0
user0832,2023-04-16,13,9,0.692,1,2,1
user0047,2023-07-16,9,8,0.889,2,2,0
user0416,2023-06-25,12,12,1.0,2,1,1
user1746,2024-01-28,12,10,0.833,1,4,3
user0514,2024-07-07,16,13,0.812,1,1,3
user0646,2023-03-26,13,13,1.0,1,2,0
user0924,2023-04-16,11,10,0.909,2,1,0
user1116,2023-07-09,14,13,0.929,1,2,1
user0739,2023-04-02,6,6,1.0,2,2,0
user1566,2024-06-02,18,16,0.889,1,1,1
user1395,2023-04-02,11,10,0.909,3,2,0
user1064,2023-08-20,11,10,0.909,1,1,0
user1564,2023-11-26,13,12,0.923,1,1,0
user1073,2023-07-30,13,12,0.923,1,4,0
user0785,2023-09-03,11,10,0.909,1,2,2
user0768,2023-06-11,9,9,1.0,2,1,0
user1616,2024-03-10,9,8,0.889,2,1,0
user0544,2023-07-16,14,14,1.0,2,1,0
user1215,2024-03-31,12,12,1.0,1,1,0
user1361,2023-08-27,11,8,0.727,1,1,0
user0159,2023-12-10,13,12,0.923,1,1,0
user0668,2023-11-12,16,14,0.875,1,2,1
user1619,2023-12-17,13,13,1.0,2,1,1
user1779,2023-05-07,8,8,1.0,1,2,0
user0451,2023-06-18,9,9,1.0,1,2,1
user0690,2023-12-17,10,9,0.9,2,5,0
user1678,2023-04-23,12,11,0.917,1,3,1
user1811,2024-01-21,10,9,0.9,1,1,0
user0048,2023-10-01,18,14,0.778,1,1,2
user0537,2023-12-10,13,12,0.923,2,5,0
user1494,2024-02-25,16,14,0.875,1,2,3
user1658,2023-09-24,14,12,0.857,1,3,0
user0704,2024-03-31,8,7,0.875,1,3,0
user1935,2023-10-29,8,8,1.0,1,3,0
user1235,2023-06-04,13,12,0.923,1,1,0
user0601,2024-01-14,15,14,0.933,2,3,0
user0532,2024-02-11,8,8,1.0,1,1,1
user1320,2023-07-02,10,8,0.8,1,4,0
user0025,2024-02-11,15,15,1.0,3,2,0
user1950,2024-04-07,8,6,0.75,4,1,2
user0644,2023-07-30,9,8,0.889,2,1,0
user1760,2024-06-02,6,6,1.0,3,3,0
user0449,2023-05-28,7,5,0.714,1,1,1
user0659,2023-11-12,17,16,0.941,1,7,0
user1457,2024-03-24,9,8,0.889,2,1,0
user0238,2023-01-22,10,10,1.0,1,2,1
user1948,2023-07-16,11,9,0.818,3,2,1
user1249,2023-07-02,8,7,0.875,1,5,2
user0738,2023-08-13,9,9,1.0,1,1,0
user0769,2024-06-23,11,11,1.0,2,3,0
user0784,2024-03-10,17,15,0.882,4,1,0
user1048,2023-03-26,21,19,0.905,1,1,1
user0971,2024-04-07,13,10,0.769,2,3,1
user1742,2023-07-16,7,7,1.0,1,4,0
user1900,2023-09-24,5,5,1.0,1,1,0
user1967,2023-12-03,15,14,0.933,2,1,0
user1377,2024-06-23,12,10,0.833,1,6,1
user1787,2023-09-17,13,10,0.769,1,2,2
user0952,2024-01-21,13,12,0.923,1,1,1
user0120,2023-06-11,6,4,0.667,4,2,0
user0185,2023-09-10,11,10,0.909,1,1,0
user0704,2024-02-18,12,10,0.833,2,1,0
user1073,2023-11-19,7,7,1.0,1,3,0
user0416,2023-12-24,15,15,1.0,1,3,0
user1933,2023-02-26,13,12,0.923,1,1,0
user0306,2023-09-10,11,10,0.909,1,3,0
user0415,2023-01-15,13,12,0.923,1,1,0
user1154,2023-05-21,13,13,1.0,2,1,2
user1326,2024-05-12,10,10,1.0,3,5,0
user1940,2024-02-11,10,10,1.0,1,4,1
user1555,2023-09-24,11,10,0.909,4,1,1
user0632,2024-06-02,13,10,0.769,1,4,1
user1459,2024-06-23,16,16,1.0,1,1,0
user0992,2024-05-12,6,6,1.0,1,5,1
user1332,2023-06-18,9,8,0.889,2,3,1
user1951,2023-01-08,10,8,0.8,1,3,0
user0203,2023-06-25,12,11,0.917,1,3,1
user1567,2023-06-25,10,10,1.0,3,2,0
user0844,2023-06-04,8,6,0.75,1,1,2
user0802,2024-05-26,8,8,1.0,1,2,1
user0974,2023-01-15,12,10,0.833,1,3,0
user0646,2023-08-27,10,8,0.8,1,2,2
user0514,2024-05-12,17,16,0.941,2,1,0
user1505,2023-11-19,10,7,0.7,1,1,1
user1620,2023-08-13,10,9,0.9,5,2,1
user0386,2023-12-03,15,12,0.8,1,1,2
user1364,2023-02-12,8,8,1.0,1,2,0
user1178,2024-06-09,12,12,1.0,1,1,1
user1136,2023-09-24,13,12,0.923,1,2,0
user0714,2023-06-04,19,18,0.947,1,1,1
user0990,2023-04-09,18,16,0.889,1,1,2
user0664,2023-01-01,7,7,1.0,4,1,0
user0304,2024-04-21,6,6,1.0,1,1,1
user0621,2024-07-07,13,12,0.923,1,3,0
user0954,2023-11-26,24,22,0.917,1,3,0
user0063,2023-01-15,6,4,0.667,1,1,1
user0735,2023-01-15,10,10,1.0,1,2,0
user0906,2023-06-11,20,20,1.0,1,2,0
user1864,2023-05-14,12,11,0.917,2,1,0
user1262,2024-03-24,13,11,0.846,1,2,0
user1161,2023-01-22,17,16,0.941,3,2,2
user1115,2024-05-19,8,8,1.0,2,2,0
user1555,2024-03-24,12,10,0.833,1,2,0
user0368,2024-05-19,6,6,1.0,4,4,0
user0725,2023-05-28,12,10,0.833,1,3,1
user0071,2023-10-29,12,11,0.917,1,2,1
user1461,2023-04-16,15,15,1.0,1,1,0
user0715,2023-12-24,19,18,0.947,1,2,1
user0040,2023-11-19,13,11,0.846,3,3,0
user1981,2024-05-26,10,9,0.9,2,2,1
user0558,2024-05-05,16,13,0.812,1,2,1
user0885,2023-07-30,7,5,0.714,6,2,3
user1337,2024-07-07,15,12,0.8,1,1,3
user1522,2023-08-06,9,8,0.889,2,3,2
user1664,2024-01-14,11,10,0.909,1,1,0
user1598,2023-09-24,12,10,0.833,1,1,0
user1881,2023-12-17,17,14,0.824,2,1,1
user0072,2023-04-16,16,11,0.688,1,1,1
user1406,2023-10-15,12,10,0.833,1,3,2
user0155,2023-02-05,18,16,0.889,1,3,1
user0724,2023-04-02,15,15,1.0,2,1,0
user0322,2024-03-17,9,9,1.0,1,1,1
user1696,2024-04-14,6,4,0.667,1,1,2
user0395,2024-03-17,13,12,0.923,1,2,1
user0576,2023-03-12,13,13,1.0,1,4,0
user0856,2023-07-02,16,14,0.875,1,3,0
user1285,2023-09-17,14,12,0.857,1,1,2
user0033,2023-06-11,14,13,0.929,3,1,0
user0791,2023-04-23,11,10,0.909,3,1,1
user1030,2023-03-12,12,12,1.0,1,1,0
user1819,2023-07-02,18,16,0.889,1,1,1
user1974,2023-12-24,15,13,0.867,1,1,1
user0894,2023-09-17,9,8,0.889,1,3,1
user1967,2023-10-22,12,11,0.917,1,1,2
user0472,2024-05-19,11,11,1.0,2,3,0
user1051,2023-04-02,10,10,1.0,1,1,0
user0377,2023-06-04,16,16,1.0,1,2,1
user1307,2024-03-10,9,9,1.0,1,2,1
user0017,2023-04-30,20,19,0.95,1,3,2
user1680,2023-12-31,16,12,0.75,1,1,2
user0087,2024-03-03,12,11,0.917,2,1,0
user1069,2023-12-24,8,6,0.75,2,1,1
user0339,2023-10-22,7,7,1.0,1,1,0
user0873,2023-06-11,15,13,0.867,1,2,0
user1622,2023-06-04,15,10,0.667,1,1,2
user1450,2024-04-14,15,13,0.867,1,6,2
user0920,2023-01-08,8,4,0.5,1,1,0
user0605,2023-08-27,11,10,0.909,3,4,0
user1103,2024-06-30,13,13,1.0,2,1,0
user0205,2023-05-28,9,8,0.889,1,1,0
user1146,2024-06-23,12,11,0.917,1,2,0
user0104,2023-04-09,20,19,0.95,1,1,1
user0236,2024-06-09,10,10,1.0,1,1,0
user0242,2024-02-25,10,10,1.0,1,4,1
user0812,2024-06-30,12,9,0.75,1,1,0
user1674,2023-10-15,8,8,1.0,1,2,0
user1584,2024-03-31,17,14,0.824,2,1,2
user0314,2024-05-12,16,14,0.875,2,2,1
user1879,2024-03-10,9,9,1.0,1,1,1
user1237,2023-07-02,17,16,0.941,1,3,1
user1691,2023-02-19,9,9,1.0,4,1,0
user0696,2023-04-02,13,12,0.923,1,1,0
user1790,2023-04-30,15,14,0.933,1,2,1
user1221,2023-12-31,13,13,1.0,4,1,1
user1562,2023-06-18,19,18,0.947,1,1,0
user0905,2023-10-01,13,13,1.0,1,2,0
user0601,2024-04-21,11,11,1.0,2,1,0
user0573,2024-03-17,14,12,0.857,3,2,1
user1689,2023-08-13,14,10,0.714,1,1,2
user1522,2023-01-08,9,6,0.667,1,1,2
user1062,2024-05-05,16,15,0.938,1,1,0
user1911,2023-04-23,11,10,0.909,3,1,1
user0393,2023-12-17,19,18,0.947,1,1,0
user1942,2023-06-18,8,8,1.0,1,1,0
user0680,2024-01-14,11,11,1.0,2,1,0
user0876,2023-02-26,12,9,0.75,2,1,0
user1008,2024-04-14,14,14,1.0,2,2,1
user0287,2023-12-31,9,9,1.0,3,3,1
user1220,2023-02-26,11,10,0.909,1,1,0
user0423,2024-02-25,14,14,1.0,1,1,0
user0783,2023-09-10,10,7,0.7,1,2,1
user0432,2023-10-08,11,10,0.909,2,1,1
user1825,2023-03-26,13,13,1.0,1,1,0
user0771,2023-10-08,10,10,1.0,1,1,1
user0215,2024-05-26,10,10,1.0,1,2,0
user1653,2023-04-16,13,12,0.923,4,2,1
user1359,2023-02-05,8,7,0.875,2,3,1
user1910,2024-06-30,14,12,0.857,1,1,1
user0930,2023-10-15,12,11,0.917,1,1,0
user0073,2024-02-25,17,16,0.941,1,1,0
user0353,2023-09-24,8,8,1.0,1,1,0
user0165,2023-03-26,10,9,0.9,1,1,1
user0440,2024-03-24,11,11,1.0,1,1,0
user0994,2024-06-30,11,11,1.0,1,3,0
user1538,2023-10-08,15,14,0.933,2,3,2
user1792,2024-04-07,9,9,1.0,1,6,1
user0411,2023-10-15,16,13,0.812,1,2,0
user1901,2023-01-29,13,12,0.923,4,4,2
user1122,2023-04-30,17,16,0.941,2,2,0
user0019,2024-06-23,11,10,0.909,3,2,0
user0666,2024-06-09,15,14,0.933,1,3,1
user1793,2024-01-07,14,13,0.929,2,2,1
user0673,2023-02-26,11,11,1.0,1,2,1
user0557,2023-09-17,16,14,0.875,1,1,1
user1558,2023-03-05,10,10,1.0,1,1,0
user1686,2023-03-19,21,19,0.905,1,4,4
user1361,2024-02-25,15,11,0.733,1,1,3
user1506,2024-03-03,9,8,0.889,2,2,0
user1562,2023-11-05,17,16,0.941,2,4,1
user0860,2023-06-25,14,12,0.857,2,1,1
user0925,2024-03-03,19,13,0.684,2,1,1
user0658,2024-07-07,13,13,1.0,1,1,0
user1692,2023-12-03,11,11,1.0,2,3,0
user0630,2023-01-01,17,17,1.0,1,1,0
user1834,2023-03-26,11,11,1.0,1,2,2
user0272,2024-05-12,10,7,0.7,3,1,0
user1980,2024-05-26,11,10,0.909,1,2,1
user0020,2023-10-22,10,8,0.8,3,1,1
user0931,2023-05-14,11,10,0.909,1,4,0
user1408,2024-03-17,17,13,0.765,4,2,3
user0777,2023-02-19,9,9,1.0,3,3,1
user0871,2023-10-08,12,11,0.917,1,1,0
user0657,2023-08-27,9,8,0.889,3,2,0
user0113,2024-02-25,11,8,0.727,1,3,3
user0774,2023-04-16,11,11,1.0,2,2,0
user1466,2023-08-13,9,9,1.0,3,3,0
user1847,2024-03-10,13,11,0.846,1,1,1
user0741,2023-08-27,9,9,1.0,1,3,1
user1338,2023-09-03,9,9,1.0,3,2,0
user0387,2023-02-26,9,8,0.889,1,1,0
user1015,2023-11-19,14,13,0.929,1,1,0
user0566,2024-05-19,17,16,0.941,2,1,1
user0667,2023-05-14,12,12,1.0,1,2,0
user1890,2023-09-10,17,17,1.0,2,6,2
user0512,2024-03-10,14,13,0.929,2,1,1
user1978,2024-06-30,10,9,0.9,2,1,1
user1264,2023-04-02,14,9,0.643,4,2,1
user0425,2023-01-22,12,12,1.0,1,1,0
user0886,2023-01-01,8,7,0.875,2,1,1
user0313,2024-01-07,16,16,1.0,2,2,1
user0437,2023-09-10,12,12,1.0,1,1,0
user0330,2023-11-26,13,12,0.923,5,1,0
user0225,2024-06-02,13,12,0.923,1,1,0
user0975,2023-08-20,13,12,0.923,1,2,0
user0664,2024-01-21,12,10,0.833,1,3,2
user1824,2023-09-17,13,13,1.0,2,1,1
user1853,2024-04-07,10,8,0.8,4,2,1
user1020,2023-09-03,11,11,1.0,1,1,0
user1089,2023-07-30,15,11,0.733,2,2,0
user0561,2023-10-15,8,8,1.0,3,1,2
user1778,2023-05-07,12,8,0.667,3,2,2
user1445,2023-12-03,10,9,0.9,1,1,0
user1404,2024-06-23,13,12,0.923,2,3,1
user1475,2024-01-21,4,4,1.0,1,1,1
user0214,2024-02-25,13,12,0.923,3,2,1
user0422,2023-07-30,12,11,0.917,1,2,0
user0911,2023-05-14,9,8,0.889,2,4,1
user1639,2023-10-01,7,7,1.0,2,3,0
user0788,2024-01-07,10,10,1.0,3,1,0
user1477,2024-06-23,8,7,0.875,1,1,1
user1349,2023-12-10,10,10,1.0,1,1,0
user1377,2024-04-28,16,16,1.0,1,1,0
user0475,2024-06-16,7,6,0.857,2,1,0
user0932,2024-03-10,13,13,1.0,1,2,1
user0316,2023-07-02,7,6,0.857,3,1,0
user1790,2024-06-16,11,10,0.909,1,1,0
user0147,2024-07-07,17,16,0.941,1,1,1
user0118,2023-02-26,6,6,1.0,2,1,0
user0429,2023-03-05,14,13,0.929,2,4,0
user1471,2023-11-26,11,10,0.909,1,3,0
user1692,2024-02-11,11,11,1.0,2,1,1
user1119,2023-07-23,6,6,1.0,1,1,1
user0094,2023-06-11,11,10,0.909,5,1,1
user1398,2024-01-28,9,9,1.0,1,1,0
user0765,2024-02-11,17,16,0.941,2,2,1
user0723,2023-04-02,5,3,0.6,1,1,1
user1176,2024-05-05,16,15,0.938,1,1,3
user0778,2024-05-26,11,11,1.0,3,2,1
user1540,2024-06-30,11,9,0.818,1,3,2
user0851,2023-04-09,11,10,0.909,1,1,3
user0224,2024-06-09,11,10,0.909,2,2,0
user1624,2024-01-21,14,13,0.929,1,1,2
user0503,2023-06-18,13,11,0.846,1,3,0
user0794,2023-04-30,8,6,0.75,1,3,1
user0158,2024-05-12,14,12,0.857,1,4,0
user1804,2023-01-08,10,10,1.0,2,1,0
user1436,2024-01-28,12,11,0.917,1,1,0
user0281,2023-04-23,7,6,0.857,2,2,1
user1181,2023-11-05,10,10,1.0,2,2,1
user1011,2024-04-14,15,15,1.0,1,3,0
user1477,2023-05-07,11,10,0.909,5,1,2
user1496,2023-02-05,11,11,1.0,2,3,1
user1706,2024-04-14,12,10,0.833,2,2,0
user1111,2023-04-09,10,10,1.0,2,1,0
user0778,2024-05-12,11,9,0.818,2,1,0
user0556,2024-02-11,9,7,0.778,2,3,0
user1396,2024-05-19,10,9,0.9,1,2,1
user0570,2023-04-02,13,10,0.769,1,1,0
user0251,2023-03-05,9,9,1.0,1,3,0
user0401,2024-04-14,15,15,1.0,2,2,1
user0268,2023-06-11,15,14,0.933,2,4,1
user1537,2023-10-08,19,18,0.947,2,1,0
user1173,2023-12-10,17,13,0.765,1,2,1
user1637,2023-05-07,16,15,0.938,2,3,0
user1039,2023-02-26,9,8,0.889,1,1,0
user0091,2023-03-26,11,8,0.727,2,2,1
user0733,2024-06-09,14,14,1.0,1,1,1
user0372,2023-10-01,3,3,1.0,1,3,0
user1811,2023-01-22,12,12,1.0,1,2,0
user0735,2023-01-29,16,15,0.938,2,5,0
user1778,2023-09-24,9,9,1.0,1,2,1
user1854,2023-08-06,11,11,1.0,3,2,2
user0829,2024-06-30,14,13,0.929,1,4,0
user0565,2023-04-23,16,16,1.0,2,2,1
user0153,2024-04-07,14,13,0.929,1,2,1
user0657,2023-03-12,12,11,0.917,3,2,1
user0893,2024-05-26,8,7,0.875,3,1,0
user0142,2024-04-28,14,11,0.786,1,2,1
user0256,2023-02-26,14,13,0.929,3,2,2
user1059,2023-01-08,8,8,1.0,2,2,0
user0665,2023-03-05,12,12,1.0,1,1,0
user0854,2023-12-31,10,9,0.9,3,1,0
user1766,2023-01-22,11,10,0.909,1,1,0
user0527,2023-07-16,13,12,0.923,1,1,1
user1387,2023-03-12,10,9,0.9,1,1,1
user0268,2024-05-26,12,11,0.917,1,3,0
user0448,2023-10-15,16,13,0.812,1,2,1
user1425,2023-09-24,10,10,1.0,3,1,1
user1329,2024-04-14,15,15,1.0,3,1,0
user1355,2024-05-26,13,12,0.923,1,1,0
user0951,2024-02-11,12,11,0.917,3,2,0
user1133,2023-03-26,7,6,0.857,1,1,0
user1799,2023-07-02,12,11,0.917,2,1,2
user1706,2023-12-31,7,7,1.0,3,3,0
user0774,2023-11-26,9,9,1.0,1,2,0
user0159,2024-06-30,8,6,0.75,3,2,0
user0254,2023-04-23,12,10,0.833,3,2,0
user1273,2023-06-04,20,20,1.0,1,2,0
user1141,2023-05-07,16,15,0.938,1,1,0
user0461,2023-03-05,11,9,0.818,1,2,2
user0187,2023-06-04,12,12,1.0,1,5,1
user1154,2023-07-30,16,16,1.0,3,1,1
user1569,2024-02-04,17,16,0.941,2,1,0
user0277,2023-05-07,9,8,0.889,1,2,0
user1719,2023-03-12,9,8,0.889,1,1,0
user0810,2023-07-02,14,12,0.857,2,2,0
user1853,2023-08-13,13,10,0.769,1,1,0
user0384,2023-07-02,7,7,1.0,1,1,0
user0766,2023-07-09,12,12,1.0,1,5,0
user0948,2024-02-25,10,8,0.8,2,1,1
user1355,2023-03-12,11,9,0.818,3,1,0
user1056,2023-02-05,7,7,1.0,4,2,0
user1387,2023-12-31,13,13,1.0,1,2,1
user0549,2023-01-08,8,8,1.0,2,1,0
user1846,2024-01-21,10,10,1.0,4,1,0
user1388,2024-01-28,7,7,1.0,1,1,0
user1053,2023-10-08,12,12,1.0,1,2,1
user1047,2024-03-03,17,17,1.0,1,2,2
user1108,2023-09-03,8,8,1.0,1,1,0
user1456,2023-09-10,5,4,0.8,1,2,0
user1269,2023-03-26,11,11,1.0,1,1,0
user1686,2023-11-12,10,10,1.0,3,4,0
user1856,2023-02-26,11,11,1.0,1,3,0
user0403,2023-12-10,11,11,1.0,1,1,0
user1384,2024-03-31,20,19,0.95,2,1,0
user0348,2023-11-12,17,14,0.824,1,1,2
user0643,2023-10-29,10,10,1.0,1,1,0
user1442,2023-06-11,13,13,1.0,3,3,0
user0187,2023-03-26,6,5,0.833,1,3,2
user1095,2023-08-20,10,9,0.9,2,3,1
user1592,2023-09-03,11,8,0.727,1,4,1
user0442,2023-08-27,14,14,1.0,1,3,0
user0826,2023-01-08,11,11,1.0,1,5,0
user1086,2023-06-04,11,10,0.909,1,1,0
user1420,2023-09-03,16,14,0.875,2,5,1
user1648,2024-02-04,12,11,0.917,2,3,3
user1737,2024-02-11,10,8,0.8,3,2,0
user0385,2024-01-07,11,11,1.0,1,2,2
user0977,2024-02-25,6,5,0.833,1,1,0
