user,week,logons,logoffs,unique_pcs,offhour_logons,file_ops,file_writes,bytes_total,usb_events,usb_mounts
user0095,2023-01-15,7,7,1,0,10,0,1654254,1,1
user0784,2024-06-30,10,10,1,2,14,4,44407473,1,1
user0923,2024-02-11,25,23,2,1,7,2,6937962,0,0
user0701,2023-05-28,8,7,1,0,8,3,1708409,0,0
user0964,2023-10-29,15,14,1,0,7,4,28948994,0,0
user1166,2024-02-11,20,18,5,0,10,3,41587008,1,1
user1174,2024-05-05,2,2,1,0,10,3,1274895,1,1
user0614,2023-06-18,10,9,2,0,9,4,1064441,0,0
user0895,2024-05-19,10,10,2,0,4,2,4585410,0,0
user0186,2024-03-24,13,12,4,1,7,4,4121760,0,0
user1393,2024-04-14,7,6,7,1,5,1,5182763,0,0
user1018,2023-03-05,5,4,1,0,6,2,1418370,2,2
user0605,2023-06-04,7,7,5,2,8,2,2125257,3,3
user0309,2023-03-05,11,10,2,1,15,4,1225476,0,0
user1476,2023-02-12,2,2,3,0,8,0,1051394,0,0
user0351,2024-03-31,20,20,3,3,15,4,2713125,2,1
user1029,2024-06-16,7,7,2,1,6,1,774060,0,0
user1381,2023-05-21,6,6,2,0,5,0,660874,0,0
user0742,2023-12-24,1,1,1,0,5,2,7689374,0,0
user1119,2023-05-14,7,5,4,0,7,2,422948,0,0
user0413,2024-02-11,2,2,2,1,4,1,2184281,0,0
user0328,2023-10-01,0,0,1,0,10,3,5291321,1,0
user0611,2023-12-03,14,14,2,1,6,2,8944466,0,0
user0056,2023-09-03,13,13,1,2,12,2,1911230,2,2
user0701,2023-11-12,10,9,2,1,8,3,419780,1,1
user0953,2023-06-25,1,1,2,0,7,3,576468,0,0
user1183,2023-03-05,14,14,1,0,6,4,705561,0,0
user0881,2023-11-19,1,1,1,0,4,2,3339882,0,0
user0712,2024-04-07,13,12,5,3,13,5,1971774,1,1
user0979,2023-07-02,5,5,1,0,7,1,3617174,0,0
user0654,2023-12-31,4,4,1,0,8,3,956654,1,0
user0685,2024-05-12,13,13,1,1,5,0,4421059,1,1
user0376,2023-03-19,12,12,2,0,7,4,7160849,0,0
user1341,2023-09-10,5,5,1,0,7,5,4754824,1,1
user1172,2024-01-28,8,8,3,0,3,0,726458,0,0
user0928,2023-02-26,15,15,3,0,14,3,1638751,0,0
user1231,2023-08-27,18,17,5,2,13,7,584680,2,1
user1397,2023-04-23,16,15,1,0,8,3,909455,3,1
user0547,2024-06-23,4,4,1,1,12,4,805632,0,0
user1056,2023-08-20,9,8,3,0,9,3,4885706,0,0
user0941,2023-01-08,3,3,1,1,10,5,1690851,0,0
user1158,2024-04-14,5,5,1,0,11,4,530309,0,0
user1092,2023-12-31,6,6,1,0,7,1,5410031,0,0
user1458,2024-05-12,5,5,1,0,3,1,1675097,0,0
user1312,2024-05-12,9,7,1,4,11,5,837400,0,0
user0176,2023-09-03,11,11,4,4,4,2,1768299,0,0
user1209,2024-02-11,11,10,3,0,7,2,3091536,2,2
user0673,2023-04-02,10,10,2,2,11,3,1360132,0,0
user0563,2023-10-22,1,1,1,0,7,1,2053174,0,0
user1385,2024-01-07,2,2,1,0,11,6,8462217,1,1
user1312,2024-03-10,16,14,3,1,8,3,4560434,1,1
user0424,2023-04-16,14,14,3,2,10,1,7041053,1,0
user1258,2023-08-27,2,2,2,0,9,3,6278930,0,0
user1493,2024-04-21,6,6,6,1,12,3,242415,0,0
user0748,2023-05-21,1,1,2,0,7,3,678353,0,0
user0237,2023-10-29,7,6,3,0,19,7,291194,3,2
user1298,2023-07-23,17,16,4,5,5,2,1158846,0,0
user0006,2023-01-01,9,9,2,1,7,1,1508359,3,3
user0054,2024-03-10,4,4,2,1,10,3,967614,0,0
user0659,2023-09-17,1,1,2,1,3,1,6369839,0,0
user1207,2023-03-19,10,10,2,0,9,2,1469807,2,2
user0370,2023-08-27,15,15,2,0,5,3,836340,0,0
user0262,2023-07-09,2,2,1,0,4,1,453677,0,0
user0063,2023-04-16,6,6,3,0,10,6,1793166,0,0
user0494,2023-12-10,0,0,1,0,9,4,1579089,1,0
user0279,2023-06-25,2,2,1,0,4,1,2342869,0,0
user0550,2023-10-01,2,2,1,0,7,3,191215,1,1
user0135,2023-09-24,1,1,1,0,6,3,1640509,0,0
user1387,2023-01-08,6,6,3,0,9,4,2496677,1,1
user0566,2023-08-20,15,15,2,1,11,3,1613638,1,0
user0439,2024-04-28,1,1,1,0,8,3,1746030,0,0
user1341,2023-08-06,2,2,1,0,10,5,1141693,0,0
user0631,2023-11-19,9,9,2,0,4,1,737604,0,0
user1333,2023-04-16,8,8,2,1,13,2,2770414,0,0
user0363,2023-06-04,11,11,1,2,8,3,8516303,0,0
user0838,2023-08-20,0,0,2,0,7,3,2726433,0,0
user1347,2023-08-06,1,1,1,0,10,3,685349,0,0
user1313,2024-02-11,7,7,3,1,7,2,7999125,0,0
user1309,2023-02-19,7,7,5,1,10,6,2924862,1,0
user1151,2023-01-15,14,14,1,1,6,2,1078524,1,1
user0166,2023-03-19,7,7,1,0,9,0,4807165,2,2
user0086,2023-11-05,7,6,1,0,4,3,5288237,1,1
user0653,2023-06-25,8,8,3,0,8,3,516071,0,0
user0823,2023-08-20,9,8,1,1,5,2,2393371,0,0
user0512,2023-11-19,16,15,3,2,9,2,3457993,1,1
user0559,2024-03-10,11,11,1,0,7,4,2222863,0,0
user0265,2023-11-05,11,9,3,0,7,1,990720,1,1
user0602,2023-12-31,2,2,2,0,13,6,10553303,0,0
user0772,2024-05-12,8,8,2,1,7,2,1280604,0,0
user1422,2023-10-08,26,24,2,0,14,1,3157598,0,0
user0189,2023-08-27,6,6,3,2,4,2,9773543,1,1
user0298,2024-05-26,0,0,2,0,6,2,2416351,0,0
user0179,2024-01-07,9,9,3,0,9,6,6461775,1,1
user1496,2024-05-26,6,6,1,0,12,6,1146956,1,1
user0506,2023-02-12,1,1,1,0,8,0,2008786,0,0
user1406,2024-04-07,6,5,2,0,7,0,2742176,0,0
user0474,2023-09-10,14,13,3,0,7,3,9845952,0,0
user1162,2024-05-12,9,9,6,0,5,2,3176271,0,0
user0881,2024-04-14,4,4,1,0,6,1,2801659,0,0
user1078,2024-02-18,9,9,4,0,3,1,2739853,0,0
user1254,2024-01-07,12,12,1,0,5,2,1026231,0,0
user0844,2023-12-24,2,2,1,0,7,2,263715,0,0
user0489,2024-05-12,9,9,1,0,8,2,3688353,1,1
user0947,2024-01-28,5,5,3,0,11,4,1671128,0,0
user1282,2023-12-03,11,10,3,0,12,4,1343885,1,0
user0384,2023-11-05,3,3,1,0,10,2,2713655,1,0
user0753,2023-01-22,8,6,2,1,7,2,1243452,0,0
user0017,2023-09-10,8,8,3,0,8,7,5818192,1,1
user0963,2023-10-29,4,4,1,0,12,3,1239923,1,0
user0257,2023-09-17,8,8,2,1,15,6,372242,1,1
user0617,2024-02-25,3,3,2,0,8,1,2049316,1,1
user0739,2024-04-14,6,6,1,0,6,0,3704211,0,0
user1098,2023-09-03,19,19,1,4,14,3,183237,1,1
user1145,2024-01-14,16,14,1,0,7,3,376648,1,1
user0413,2023-12-31,3,2,1,1,6,2,4657237,1,1
user0875,2024-03-31,10,10,1,0,10,3,6131877,0,0
user1335,2024-03-03,10,10,2,2,6,4,6652741,0,0
user0573,2023-04-16,20,19,1,0,8,5,7889670,0,0
user0515,2024-02-11,9,9,1,1,7,3,1803968,0,0
user1164,2023-11-26,3,3,3,2,12,5,986942,1,0
user0930,2023-06-18,5,5,3,0,5,1,290776,0,0
user0453,2023-01-15,7,6,1,0,13,6,1362780,0,0
user1399,2023-04-02,10,10,3,0,10,5,1602599,0,0
user0568,2023-07-09,6,5,3,1,9,5,727896,0,0
user0243,2023-11-12,21,21,3,2,9,1,4061798,1,1
user1283,2024-03-03,19,18,4,0,11,1,1356332,0,0
user0465,2023-07-09,8,8,1,0,5,2,1447456,0,0
user1032,2023-05-07,5,5,2,0,5,1,8327005,0,0
user1143,2024-07-07,23,22,1,2,6,3,16900811,0,0
user0566,2023-05-28,14,13,7,0,6,4,2847461,1,1
user1005,2023-11-26,1,1,1,0,10,4,1386175,1,0
user1346,2024-01-21,0,0,3,0,11,4,3589399,0,0
user1092,2023-08-20,4,4,1,0,13,5,3394868,2,1
user0055,2024-04-28,9,9,3,0,5,1,659953,0,0
user1270,2023-11-12,6,6,1,1,10,5,6407211,0,0
user0042,2024-06-30,4,4,4,0,6,2,7119405,1,1
user0023,2023-08-13,8,6,1,1,14,1,2207092,1,0
user0161,2023-09-17,17,15,1,1,9,5,3541310,0,0
user0869,2023-08-06,16,15,1,0,7,5,1771522,0,0
user0678,2023-01-29,5,5,1,0,6,3,750108,1,0
user0181,2024-06-02,8,8,2,0,11,3,1080160,0,0
user0738,2024-04-28,11,11,3,1,2,1,3062043,0,0
user1497,2023-04-16,21,20,1,2,8,2,1299888,0,0
user1367,2024-03-17,3,3,1,0,11,4,2730353,0,0
user0430,2024-06-16,23,22,6,1,10,2,1584842,1,1
user0410,2023-11-12,4,3,2,0,8,4,7064878,0,0
user0334,2024-01-07,14,14,1,0,11,4,2611345,0,0
user0653,2023-08-06,6,6,5,1,9,4,15155293,1,1
user1488,2024-06-16,3,3,3,0,5,1,2868992,0,0
user0579,2023-06-25,24,23,3,2,4,3,935082,0,0
user1052,2023-06-18,8,8,1,1,10,3,8931157,1,0
user0740,2023-07-02,16,15,3,0,14,5,1407217,2,0
user0463,2023-03-05,3,3,1,2,10,3,319398,0,0
user0538,2024-03-24,17,15,2,0,8,4,1373893,0,0
user0052,2023-12-31,21,19,4,3,3,1,4787579,1,0
user0964,2023-06-11,11,11,1,0,8,4,10480969,1,1
user0202,2024-03-03,1,1,2,0,11,6,2982218,0,0
user0365,2023-08-27,4,4,1,0,5,1,2856484,0,0
user0253,2024-01-28,1,1,2,0,6,1,9101471,1,1
user0200,2023-05-07,16,15,4,1,6,2,7953321,0,0
user1331,2023-11-05,12,11,1,1,6,1,636853,0,0
user0819,2023-04-16,1,1,1,0,9,3,23471277,1,1
user0431,2024-03-31,19,18,3,2,6,1,444541,0,0
user0612,2023-06-18,1,1,1,0,12,5,1834361,0,0
user0089,2023-08-27,3,3,1,0,13,2,832662,2,1
user1006,2023-12-03,20,19,1,3,6,5,757601,1,1
user0275,2023-05-07,22,20,2,1,13,4,6135388,0,0
user0086,2024-01-07,4,4,2,0,5,1,846087,0,0
user0990,2023-01-29,7,7,1,0,9,2,904365,1,1
user0623,2023-01-22,8,8,4,0,7,7,11763742,0,0
user0683,2024-01-28,10,10,2,0,11,3,13683764,0,0
user1243,2024-03-03,14,12,1,2,12,4,420635,2,2
user1029,2024-02-25,6,6,2,0,3,1,5237527,0,0
user1478,2024-01-28,1,1,1,0,7,2,3087186,0,0
user0133,2023-11-05,1,1,2,0,6,2,2152265,1,1
user0724,2023-09-10,10,10,1,0,6,1,2458749,0,0
user1403,2024-02-25,0,0,1,0,10,3,344009,1,0
user1083,2023-06-04,9,8,1,2,8,4,3555105,0,0
user0710,2023-03-12,1,1,2,0,9,5,4122405,1,0
user0346,2024-06-30,0,0,1,0,6,3,323997,0,0
user0148,2023-08-06,6,5,5,0,13,4,4695189,1,0
user1277,2024-06-02,1,0,1,0,9,5,787534,0,0
user0526,2023-01-01,0,0,1,0,10,3,1903162,0,0
user1284,2023-05-28,9,8,1,0,9,1,2837370,0,0
user0215,2024-02-25,11,8,1,1,7,1,2694011,0,0
user0821,2023-02-19,8,8,1,0,14,6,5075569,1,1
user0285,2024-04-07,16,15,4,1,12,5,2805915,1,1
user1095,2023-04-30,5,4,3,2,9,2,4000125,0,0
user1477,2023-06-11,9,9,2,2,12,4,3008463,0,0
user0437,2024-04-28,6,5,1,0,5,3,588561,0,0
user1453,2023-07-16,13,13,2,3,7,2,621853,1,1
user0245,2023-01-22,17,17,1,3,11,2,2231065,1,0
user0514,2023-09-10,7,7,1,0,9,3,1121336,1,1
user0739,2023-10-01,9,9,1,1,7,1,6542945,0,0
user0214,2023-04-16,4,4,1,0,11,3,1312658,0,0
user0601,2024-06-30,6,6,4,2,11,3,3668167,0,0
user0705,2023-11-19,8,8,2,1,10,4,833208,0,0
user0344,2023-10-22,12,12,4,1,11,4,7565457,2,0
user1497,2024-06-30,12,11,4,2,7,2,4369879,1,1
user1251,2024-06-02,21,18,2,2,7,2,1546411,0,0
user1484,2024-01-14,23,21,2,0,8,2,3294673,0,0
user0289,2023-07-02,2,2,1,0,9,2,3010895,1,0
user1313,2023-11-05,8,8,1,1,8,4,868091,2,1
user0431,2023-02-19,9,9,4,0,7,3,184227,3,2
user0041,2023-02-05,8,8,4,1,7,3,790176,1,1
user1403,2023-04-02,0,0,4,0,7,2,668221,1,1
user0596,2024-01-28,6,6,3,2,11,5,2036336,1,1
user0810,2024-03-03,5,5,1,1,10,2,3920887,2,1
user0715,2023-07-30,11,10,6,1,7,2,470618,0,0
user1101,2024-02-04,4,4,1,0,5,1,15845085,0,0
user0884,2024-06-23,20,18,1,2,8,3,2005080,0,0
user0891,2023-12-31,20,19,1,2,9,3,839611,0,0
user0334,2024-06-30,8,8,4,0,11,3,2424757,3,3
user1153,2023-12-03,18,16,6,1,9,0,664288,1,0
user0887,2023-02-26,16,16,2,2,12,2,2011884,1,1
user0819,2023-04-30,8,7,1,1,13,5,621184,0,0
user1057,2023-11-05,14,14,1,1,11,8,4892747,1,1
user1320,2023-10-22,5,5,4,0,10,3,10685115,0,0
user0946,2023-01-08,7,7,1,0,9,3,7132264,0,0
user0458,2023-07-23,6,4,3,0,9,6,1463168,1,1
user1039,2023-03-19,1,0,1,0,4,1,950399,0,0
user0585,2023-10-01,6,6,3,0,13,4,382391,0,0
user1316,2024-01-14,9,9,2,2,3,2,1849168,0,0
user0800,2023-10-15,3,3,1,1,7,2,370627,0,0
user0262,2023-04-23,1,1,2,0,9,4,2291314,0,0
user0150,2024-02-18,6,6,1,0,11,3,5518176,0,0
user0999,2023-10-15,12,11,2,0,10,3,771821,0,0
user0686,2023-03-05,19,17,5,5,11,5,739577,2,1
user1445,2023-05-28,12,12,3,2,9,3,1931171,0,0
user0970,2023-02-05,13,13,1,1,9,2,123568,0,0
user0063,2024-05-05,11,10,4,1,8,5,6844406,0,0
user0054,2023-07-09,3,3,1,0,7,1,1714221,1,1
user0419,2024-01-21,2,2,5,0,4,2,2074536,0,0
user0328,2023-02-19,0,0,2,0,8,4,1035746,0,0
user1473,2024-05-12,8,7,5,2,6,3,2180212,0,0
user0847,2023-02-26,5,4,1,1,8,2,355161,1,0
user0917,2024-01-07,18,17,2,1,4,1,918695,1,0
user0031,2024-03-31,7,7,7,1,12,5,4340876,2,1
user0977,2023-05-07,7,7,3,1,4,3,4255699,0,0
user0400,2024-01-14,6,6,1,1,12,5,5996043,0,0
user0171,2023-07-23,14,13,1,2,10,3,3294034,0,0
user1395,2024-04-21,5,5,1,0,6,4,3995872,0,0
user0013,2023-09-17,15,14,2,2,8,2,1796653,0,0
user1214,2024-05-26,23,20,1,3,8,5,723874,0,0
user0698,2023-10-01,10,9,1,0,7,4,634327,1,0
user0403,2023-09-03,6,6,3,1,9,0,865821,1,1
user0968,2023-11-26,1,1,2,0,9,2,1015665,0,0
user0719,2023-04-23,7,7,3,1,9,2,8510125,0,0
user0510,2023-07-30,5,4,3,0,8,2,2088264,0,0
user0169,2024-04-21,2,2,1,1,6,0,1340487,0,0
user1411,2024-07-07,6,6,5,0,8,3,991043,0,0
user0731,2023-08-06,8,7,6,0,6,2,683634,0,0
user1386,2023-08-20,3,3,1,0,5,3,3351353,0,0
user0689,2024-03-24,5,4,1,0,8,1,3697041,0,0
user1135,2023-02-26,14,12,2,2,8,6,1474990,0,0
user0878,2024-02-25,11,11,1,1,6,0,3355310,0,0
user0847,2023-03-05,6,6,3,2,7,2,693304,1,1
user1238,2024-05-19,1,1,1,0,6,2,296373,0,0
user1246,2023-04-30,2,2,2,0,7,4,440355,0,0
user0262,2024-06-23,3,3,1,0,6,5,8532877,0,0
user1285,2023-02-12,6,6,1,1,8,4,302105,0,0
user0666,2024-04-28,7,7,2,0,8,5,12346722,0,0
user0403,2023-08-20,6,6,5,1,9,1,4577772,0,0
user1013,2024-01-14,6,6,2,0,10,2,1059670,0,0
user1087,2023-12-17,3,3,1,0,5,2,12243309,0,0
user0659,2023-07-02,0,0,1,0,7,1,4878172,0,0
user1339,2023-12-17,20,18,5,0,9,4,1464125,1,0
user0739,2024-01-28,9,9,1,2,7,1,548080,0,0
user0323,2023-04-02,5,5,1,0,6,0,262226,1,0
user0211,2023-12-17,23,23,3,1,5,0,5127363,0,0
user1492,2024-04-28,3,3,2,0,5,2,1419353,0,0
user0215,2024-01-07,8,8,2,1,10,3,514821,1,1
user0870,2024-02-25,11,11,3,2,13,2,2101954,0,0
user0439,2024-02-04,4,4,1,0,6,3,8000021,0,0
user1332,2023-04-02,5,5,1,0,13,5,2796154,1,0
user1033,2024-04-21,15,13,2,2,11,5,4175922,1,1
user0691,2023-07-09,5,5,3,1,13,5,5217690,0,0
user0022,2023-09-17,1,0,1,0,12,3,2458337,1,0
user0409,2024-06-09,1,1,1,0,8,1,1746201,1,0
user0934,2023-04-16,4,2,2,0,8,0,13081040,0,0
user0260,2023-10-22,11,10,3,0,11,5,442383,0,0
user0658,2023-09-10,3,2,1,0,7,1,542135,1,1
user0095,2023-08-27,17,15,6,0,9,1,405265,0,0
user0826,2024-06-02,16,16,2,2,11,4,1689650,0,0
user0978,2023-06-04,7,7,2,0,12,5,1210433,0,0
user1256,2023-04-09,8,7,5,0,15,9,1576882,1,0
user0334,2024-04-28,17,16,2,0,11,4,923950,0,0
user1048,2023-11-05,11,10,1,2,10,4,4059036,1,0
user1334,2023-04-23,16,16,3,0,9,3,380719,1,0
user1494,2024-01-28,5,4,1,1,7,1,1154489,1,1
user0607,2023-03-12,9,7,1,0,7,2,3408232,1,0
user1231,2023-11-26,21,20,2,4,10,5,348782,1,1
user1003,2024-01-14,9,8,5,1,9,3,1880963,0,0
user0556,2023-07-30,20,20,1,4,9,8,1708423,1,1
user0371,2023-12-03,17,17,3,1,9,4,2130187,1,1
user0870,2023-09-03,11,11,2,3,9,1,618861,0,0
user0711,2024-04-21,4,4,1,2,9,4,1569402,0,0
user0249,2023-08-06,9,9,5,1,9,3,1426093,0,0
user1339,2023-11-26,20,19,3,3,12,3,2096984,0,0
user1318,2024-01-21,2,2,1,0,10,0,4033224,0,0
user0650,2023-06-11,14,14,2,1,10,3,4442135,0,0
user0164,2024-06-16,2,2,1,0,8,2,2243164,0,0
user0739,2024-03-17,6,6,2,0,12,3,1154215,1,1
user0544,2023-07-30,5,5,1,2,6,0,3571812,0,0
user0984,2024-01-07,2,2,3,0,9,3,5296900,0,0
user0935,2024-04-14,1,1,1,0,9,5,15483890,2,2
user1068,2024-01-21,5,5,1,0,8,2,3047848,1,1
user0681,2024-03-31,16,13,1,2,10,3,7266970,1,1
user1240,2023-10-08,8,7,2,0,10,3,6283402,0,0
user0842,2023-06-11,5,5,1,1,8,5,25915334,0,0
user0634,2023-07-09,7,7,4,1,5,2,2485069,0,0
user1346,2024-03-31,2,1,1,0,6,3,990491,0,0
user1234,2023-08-06,4,4,1,0,7,3,912068,1,0
user0599,2024-07-07,4,4,1,0,13,3,356011,1,1
user0929,2023-09-24,8,8,1,0,11,5,9860875,0,0
user0917,2023-03-12,22,21,1,0,13,4,870562,1,1
user0185,2023-10-08,0,0,1,0,14,6,2748257,1,1
user0058,2024-07-07,9,7,1,0,8,4,1639411,2,1
user0703,2023-06-04,13,11,4,0,13,1,8277258,0,0
user1401,2023-09-03,10,10,1,1,8,3,1380178,0,0
user0747,2023-10-29,16,15,1,2,11,2,4583102,0,0
user1055,2023-05-07,17,17,4,0,9,5,722587,1,1
user0139,2023-12-10,4,4,1,1,5,0,1922713,0,0
user1299,2024-01-28,8,7,1,1,3,2,621741,0,0
user0167,2023-03-26,4,4,3,1,13,7,1994921,2,1
user0437,2024-04-21,16,13,1,0,8,1,434179,0,0
user0447,2023-12-03,7,7,1,1,12,3,12734798,0,0
user1259,2023-03-05,6,6,1,1,5,1,609252,0,0
user1318,2024-01-21,3,3,1,0,5,3,7641202,0,0
user0172,2023-12-03,1,1,1,0,8,6,4229038,0,0
user0511,2024-03-10,8,8,1,0,8,2,652650,1,1
user0472,2023-06-04,13,12,1,2,8,5,306902,0,0
user0147,2023-12-24,19,17,1,0,7,1,2019447,1,1
user0898,2023-01-01,4,4,2,0,9,2,1695829,1,1
user1210,2024-02-25,1,1,4,0,5,1,782598,0,0
user0534,2023-03-19,10,10,1,1,5,2,604776,0,0
user0636,2024-04-28,8,8,3,0,16,6,4675023,2,1
user0099,2023-04-16,12,12,2,0,13,6,2344867,1,1
user1129,2023-12-03,3,2,2,0,7,4,4368411,0,0
user0348,2023-06-11,23,22,3,2,15,9,153496,0,0
user0058,2023-05-28,6,6,2,0,6,2,3869223,0,0
user0186,2023-12-31,21,19,2,0,10,3,3889037,0,0
user0294,2023-04-16,3,3,1,1,7,1,9763833,2,1
user0739,2024-06-30,7,6,3,2,8,4,4098164,0,0
user1424,2023-10-15,4,4,1,0,15,10,4040102,0,0
user1452,2023-03-05,5,4,1,1,6,1,1725824,0,0
user0292,2023-04-23,24,21,2,2,10,3,4641632,0,0
user0478,2024-06-30,5,5,1,0,13,7,3882771,2,1
user0701,2023-01-29,9,9,3,1,9,3,4628091,1,0
user0376,2023-01-29,9,9,2,0,4,0,9246711,0,0
user0947,2023-12-17,6,6,4,0,16,7,3303645,0,0
user0383,2023-11-26,7,7,3,0,13,4,6875838,1,1
user0379,2023-11-19,1,1,1,0,10,5,934323,0,0
user1403,2024-01-28,0,0,1,0,7,5,922727,0,0
user0688,2023-10-22,3,2,1,0,8,2,2665799,0,0
user1365,2024-02-04,6,5,3,1,5,3,1045625,0,0
user0132,2023-08-13,7,7,3,1,5,1,5422956,1,1
user0445,2023-05-07,3,2,3,0,11,5,1390907,0,0
user0575,2024-01-14,0,0,1,0,13,4,19549270,1,1
user1396,2024-05-12,5,5,1,1,9,4,4806640,1,1
user0538,2023-09-03,12,12,1,0,6,2,129817,0,0
user0098,2024-03-10,18,18,4,4,8,3,20031403,1,1
user0336,2023-07-23,12,12,5,1,6,2,1909911,0,0
user0988,2023-05-14,4,3,1,0,10,2,2379062,0,0
user0566,2023-09-10,15,15,2,1,12,3,11570802,0,0
user0273,2024-05-19,14,12,1,1,10,3,808620,0,0
user0404,2023-03-26,5,3,2,1,6,1,9717691,0,0
user1178,2023-02-19,8,8,1,0,8,4,360176,1,1
user0340,2024-03-17,4,4,2,0,9,5,2092213,0,0
user1130,2023-02-05,9,7,1,1,10,4,8012042,1,0
user0711,2023-04-16,8,7,2,2,3,1,645070,0,0
user0371,2023-03-05,28,28,3,2,4,2,273549,0,0
user1246,2023-11-19,3,3,1,3,8,4,12486012,0,0
user0495,2024-02-04,11,10,2,3,8,4,1477455,2,0
user0578,2023-07-09,6,6,4,0,3,1,159290,0,0
user1102,2023-11-12,6,6,1,1,10,2,1691920,0,0
user0185,2023-12-24,0,0,4,0,8,3,3477902,0,0
user0156,2023-12-31,12,11,2,0,8,1,2864254,0,0
user0070,2024-04-14,6,6,2,0,12,2,1036192,1,0
user1176,2023-12-03,3,3,2,0,7,4,2507179,0,0
user0839,2023-04-02,4,4,2,0,7,2,8381914,0,0
user0148,2024-05-19,4,4,1,0,6,2,1732350,0,0
user1322,2024-07-07,17,16,4,1,11,4,4097043,2,1
user1070,2024-03-17,9,9,1,1,11,5,938250,3,2
user0153,2024-03-10,21,20,2,3,8,4,935629,0,0
user0604,2024-06-02,16,16,4,2,9,4,23887967,0,0
user0888,2024-07-07,4,3,1,0,5,2,4497618,0,0
user0601,2024-03-17,10,9,3,1,9,4,1949856,1,1
user0716,2023-09-17,5,5,5,0,8,4,987389,1,1
user0357,2023-06-11,10,9,2,1,9,3,327936,0,0
user0350,2024-02-18,4,4,1,0,10,4,6145819,0,0
user1271,2023-07-30,6,6,2,1,6,2,550148,0,0
user0483,2023-01-08,14,14,3,0,6,1,7179693,0,0
user1208,2024-03-03,3,3,3,1,10,2,8250383,0,0
user1395,2023-07-30,13,11,3,1,10,3,6416017,0,0
user0483,2023-06-11,8,6,2,1,6,4,3396446,0,0
user0352,2023-02-19,8,7,3,0,12,3,582261,0,0
user0173,2024-06-16,30,26,3,4,7,1,2512744,2,1
user0205,2023-04-23,5,5,2,0,8,1,12056604,0,0
user1309,2023-12-24,8,8,1,1,12,5,1220391,0,0
user1495,2024-02-25,6,6,1,1,6,1,7564824,0,0
user0107,2023-11-26,17,16,2,0,10,5,7362950,0,0
user0423,2023-12-31,1,1,1,0,9,1,737269,2,2
user0417,2023-04-16,3,3,1,0,6,1,3470735,0,0
user0327,2024-04-14,5,5,1,1,12,4,304510,0,0
user0167,2023-08-20,12,11,5,2,10,4,1586678,1,1
user1217,2024-05-26,2,2,1,1,7,2,288272,1,0
user0083,2023-02-26,9,9,7,1,11,4,1916275,2,1
user1326,2024-02-18,21,17,3,2,12,6,1646940,0,0
user1055,2024-02-25,12,12,7,1,11,1,1891639,0,0
user0974,2023-06-04,5,5,1,1,13,6,6801981,0,0
user0465,2023-04-02,2,1,1,0,6,4,120937,0,0
user0728,2023-01-08,15,13,2,0,9,2,3223730,0,0
user0404,2023-09-24,4,4,1,0,6,2,2776339,1,1
user0817,2023-11-26,4,4,1,0,8,4,411196,0,0
user1459,2023-03-26,1,1,1,0,5,0,8912024,0,0
user1076,2023-12-03,2,1,1,0,6,2,5681933,0,0
user0051,2023-10-01,3,3,1,0,9,4,841932,0,0
user0577,2024-02-18,7,7,1,0,8,2,623800,1,1
user0556,2024-06-02,21,21,2,2,8,3,43254596,2,2
user0098,2024-02-04,22,22,3,1,9,2,11603704,0,0
user1421,2024-02-11,14,13,6,2,5,2,7285854,0,0
user0113,2023-07-02,5,5,1,0,7,1,1477435,1,1
user0377,2023-03-05,1,1,1,0,9,2,853096,1,0
user0109,2024-01-21,7,6,1,0,10,1,484276,0,0
user1225,2023-04-09,3,3,1,0,10,5,2126519,1,1
user0065,2023-07-30,19,17,2,1,8,5,2183250,1,0
user1321,2024-04-14,5,4,1,1,17,7,6587120,1,1
user1118,2023-05-28,4,4,1,0,11,3,1610698,0,0
user0631,2023-12-03,10,9,7,4,7,1,15482638,1,1
user0283,2024-03-17,16,15,6,2,10,5,2174810,0,0
user0902,2023-03-19,9,8,3,0,10,4,1152209,1,0
user0225,2023-05-07,6,6,1,0,8,5,953740,0,0
user0326,2023-12-17,1,1,1,0,6,0,4989039,0,0
user0926,2023-12-10,12,12,2,2,8,5,167203,0,0
user0900,2023-06-18,3,3,2,0,4,1,1409228,0,0
user0324,2023-01-22,16,14,1,3,5,3,2910829,0,0
user1500,2023-03-05,4,4,5,0,5,2,4150681,1,1
user1055,2024-06-16,13,12,1,0,9,3,5555514,0,0
user0441,2023-03-12,8,7,1,0,15,7,2733326,0,0
user1271,2023-04-16,4,4,2,0,12,4,256693,1,0
user0065,2023-08-13,17,17,3,3,8,3,128818,0,0
user0134,2023-11-19,12,12,1,1,9,2,244992,0,0
user0910,2023-10-29,16,15,4,1,5,1,410465,0,0
user0945,2024-05-12,4,4,1,1,14,7,837807,0,0
user0660,2023-01-01,9,8,2,1,6,3,657787,0,0
user0394,2023-12-03,10,9,1,0,9,3,1440553,0,0
user0772,2023-12-24,7,6,1,1,12,4,1850753,2,1
user0980,2024-03-24,6,6,4,1,7,3,788874,0,0
user1079,2023-08-13,4,4,1,0,7,6,24033332,0,0
user1213,2024-04-28,7,7,5,0,7,4,1029432,0,0
user1237,2023-01-29,8,7,2,0,9,4,1408078,0,0
user0808,2024-04-21,18,13,1,0,8,4,9838828,2,1
user1356,2023-05-21,3,2,2,1,3,1,1961177,0,0
