user,week,emails,mean_len,kw_hits
user0691,2024-05-12,15,175.3,0
user0236,2023-06-04,14,232.8,0
user0096,2023-07-02,15,279.3,0
user0048,2023-04-09,15,257.5,0
user0426,2023-10-08,21,331.9,3
user0613,2023-08-27,14,243.1,0
user0129,2023-12-31,10,264.7,0
user0159,2024-06-16,21,218.6,0
user0564,2023-04-09,9,121.7,0
user0500,2023-09-03,19,105.3,0
user0529,2024-05-05,11,436.7,2
user0336,2024-06-30,13,186.9,1
user0367,2023-10-15,21,30.0,0
user0776,2023-12-24,18,166.5,0
user0483,2023-01-08,12,366.2,1
user0333,2024-04-28,16,340.3,3
user0623,2024-03-10,12,250.3,0
user0041,2023-06-18,21,214.7,0
user0066,2023-04-23,19,184.4,1
user0463,2024-01-28,14,130.2,1
user0684,2023-04-23,15,375.1,1
user0688,2023-09-24,15,383.5,1
user0026,2023-08-06,12,271.2,0
user0522,2023-03-26,13,341.9,1
user0785,2023-09-17,15,311.6,0
user0213,2023-07-16,17,432.1,2
user0530,2023-07-02,13,258.2,1
user0691,2023-12-24,10,514.4,3
user0137,2023-04-09,10,238.9,0
user0075,2023-08-13,17,332.2,0
user0417,2023-07-30,15,255.4,1
user0746,2023-12-24,14,439.2,1
user0319,2023-01-15,11,262.7,0
user0530,2024-01-28,13,247.5,0
user0280,2023-06-18,16,319.9,0
user0134,2024-05-19,20,365.2,2
user0145,2024-05-05,12,381.6,0
user0696,2023-05-28,9,288.1,0
user0249,2023-02-05,17,127.1,0
user0420,2023-06-18,13,268.6,0
user0664,2023-06-18,11,387.9,2
user0313,2023-01-08,16,280.9,0
user0305,2024-07-07,23,165.9,1
user0135,2023-04-09,11,240.5,0
user0558,2024-01-21,19,341.8,0
user0386,2023-03-26,21,266.1,1
user0597,2023-08-20,11,230.5,2
user0368,2024-06-02,18,228.3,0
user0761,2023-09-24,17,344.1,0
user0276,2023-11-05,19,189.4,0
user0644,2024-04-14,15,212.0,0
user0263,2024-03-24,14,564.1,2
user0062,2023-10-15,10,183.8,0
user0700,2023-02-19,17,152.8,1
user0165,2023-12-17,15,219.9,0
user0354,2023-11-19,9,273.0,0
user0109,2023-05-28,11,345.2,0
user0625,2023-12-10,22,244.5,0
user0227,2023-12-24,15,341.6,0
user0165,2023-10-08,7,192.6,0
user0510,2024-07-07,18,406.7,0
user0269,2024-01-28,16,294.9,0
user0101,2023-10-22,17,491.5,4
user0375,2023-08-27,16,263.8,1
user0165,2023-09-10,17,306.2,3
user0310,2023-03-12,17,242.0,0
user0713,2023-12-03,17,436.5,2
user0606,2023-07-02,13,209.3,0
user0083,2023-05-21,16,252.9,0
user0398,2024-03-31,15,263.5,0
user0094,2023-01-22,9,243.5,1
user0634,2023-03-12,17,412.3,1
user0748,2024-03-17,11,312.7,1
user0451,2024-01-28,17,191.5,0
user0384,2023-12-10,10,331.9,0
user0005,2023-05-07,15,202.2,0
user0477,2023-06-25,19,253.3,1
user0347,2023-07-23,16,282.6,0
user0705,2023-06-04,21,392.2,4
user0740,2023-03-05,11,210.3,0
user0722,2023-06-25,18,175.0,0
user0486,2023-01-15,9,306.3,0
user0068,2023-08-13,7,326.5,0
user0044,2023-09-10,19,358.3,2
user0789,2023-03-05,12,300.5,1
user0411,2024-06-16,16,327.1,0
user0622,2023-06-11,15,95.4,1
user0598,2023-02-26,14,349.1,0
user0235,2023-12-17,15,539.1,2
user0004,2023-12-31,20,297.1,1
user0290,2024-04-14,13,232.5,0
user0384,2023-10-22,11,344.7,2
user0589,2024-04-14,22,186.5,0
user0475,2024-03-03,11,334.8,1
user0584,2023-09-24,21,252.0,0
user0650,2023-09-17,13,510.5,3
user0337,2023-08-27,18,410.4,1
user0174,2023-08-06,13,201.3,0
user0732,2024-03-17,10,250.8,0
user0273,2024-02-11,16,134.7,0
user0031,2024-07-07,13,271.1,0
user0718,2023-08-13,11,363.3,1
user0008,2023-07-02,13,214.2,1
user0760,2023-09-10,21,421.5,3
user0246,2023-02-19,17,289.9,0
user0295,2024-02-04,15,215.8,0
user0583,2023-07-16,11,234.4,0
user0072,2023-02-05,17,212.1,1
user0003,2023-02-26,12,384.6,0
user0416,2023-02-12,14,165.0,0
user0448,2023-01-01,17,297.1,1
user0309,2023-07-16,20,231.3,0
user0091,2023-04-02,15,411.1,4
user0062,2024-03-03,13,504.1,1
user0442,2024-03-31,19,521.1,4
user0679,2023-10-15,13,263.4,0
user0567,2023-04-16,16,149.4,1
user0398,2023-04-16,20,309.3,2
user0279,2023-12-24,9,233.5,0
user0091,2024-01-14,12,447.2,0
user0320,2024-06-23,18,261.2,0
user0060,2024-02-25,5,315.8,0
user0230,2023-12-03,13,285.6,0
user0765,2023-08-20,15,324.3,0
user0404,2023-02-05,14,397.4,1
user0615,2023-12-03,14,395.7,1
user0688,2023-07-09,20,265.1,1
user0422,2023-06-04,15,364.4,3
user0356,2023-01-29,15,239.6,0
user0199,2023-02-05,12,168.4,3
user0302,2023-09-03,10,335.2,0
user0112,2023-03-19,18,242.3,0
user0257,2023-02-26,10,305.4,1
user0429,2024-03-17,9,168.5,0
user0078,2023-04-30,11,364.9,1
user0718,2023-04-16,13,213.2,2
user0629,2023-04-30,12,159.9,0
user0799,2024-03-03,13,408.6,1
user0369,2024-05-12,19,195.2,0
user0584,2024-02-04,16,348.1,1
user0544,2024-01-14,20,323.8,0
user0561,2024-03-24,22,334.5,2
user0389,2024-04-28,7,409.9,1
user0176,2023-08-27,13,332.1,0
user0099,2024-02-25,18,315.8,0
user0091,2023-07-02,10,325.0,2
user0719,2023-12-17,19,335.1,1
user0217,2024-02-18,14,184.9,1
user0691,2023-06-25,15,326.0,0
user0110,2023-12-10,15,314.9,1
user0138,2024-03-31,19,199.5,0
user0035,2024-01-21,16,275.1,1
user0415,2024-06-16,16,223.3,0
user0054,2023-04-30,19,212.2,0
user0049,2023-04-30,17,151.6,1
user0529,2024-03-17,20,316.1,2
user0158,2023-08-20,15,30.0,0
user0729,2024-02-04,29,353.7,2
user0107,2023-10-15,13,375.2,1
user0008,2023-12-17,22,322.9,0
user0448,2023-09-10,13,207.2,0
user0170,2024-04-07,19,120.1,0
user0358,2023-08-06,12,294.3,1
user0654,2023-07-23,14,162.5,1
user0669,2023-01-15,14,225.4,0
user0363,2023-12-24,9,297.2,1
user0016,2023-10-15,25,192.1,0
user0691,2023-04-16,11,344.2,2
user0258,2024-04-07,16,202.0,1
user0103,2024-06-30,12,175.7,0
user0588,2023-12-24,15,253.4,0
user0548,2023-09-17,12,320.6,1
user0728,2023-06-11,12,283.3,0
user0461,2023-02-12,15,164.2,0
user0155,2023-06-04,19,266.9,0
user0718,2023-03-19,13,277.8,0
user0197,2023-08-27,23,204.2,0
user0073,2023-06-11,14,199.3,0
user0119,2023-11-12,16,301.4,1
user0737,2023-11-26,13,405.2,0
user0377,2023-12-24,14,392.8,0
user0335,2024-06-16,13,342.2,0
user0288,2024-04-28,12,273.8,0
user0382,2023-09-03,11,120.5,0
user0626,2023-06-04,14,390.4,1
user0779,2024-02-04,14,281.2,0
user0606,2024-04-14,15,319.8,2
user0682,2024-02-04,21,238.7,0
user0116,2023-09-17,14,443.1,0
user0042,2024-05-05,10,380.4,2
user0202,2024-02-11,18,106.2,0
user0390,2023-09-03,9,313.2,0
user0725,2023-09-17,17,226.2,1
user0614,2023-01-08,16,377.5,3
user0416,2023-01-22,17,187.3,0
user0324,2024-05-26,23,298.9,3
user0768,2023-10-22,22,307.0,0
user0108,2023-05-21,13,237.8,1
user0666,2024-01-28,16,118.4,1
user0045,2023-11-05,20,304.5,2
user0080,2024-04-28,16,335.6,0
user0142,2023-01-08,10,287.1,0
user0587,2023-10-01,11,101.5,0
user0327,2024-03-31,12,49.2,0
user0456,2023-06-25,19,424.7,1
user0416,2023-08-27,16,213.1,0
user0329,2023-04-30,15,391.9,2
user0397,2023-01-01,10,148.6,0
user0298,2024-02-18,12,333.0,0
user0109,2023-10-01,9,329.3,0
user0264,2024-02-18,9,281.8,1
user0720,2024-06-30,14,349.5,3
user0774,2023-12-31,16,49.1,0
user0768,2024-06-09,18,228.3,2
user0776,2023-05-14,13,397.6,0
user0679,2024-02-04,14,296.7,0
user0325,2024-04-28,19,302.7,1
user0399,2024-06-23,14,196.0,0
user0368,2023-06-04,11,128.4,0
user0792,2024-06-16,16,297.2,1
user0314,2023-02-19,9,287.6,0
user0067,2023-02-26,20,280.1,0
user0422,2024-01-07,24,336.7,2
user0238,2024-04-28,21,240.4,1
user0135,2024-02-11,15,220.3,1
user0284,2023-03-19,14,304.4,0
user0195,2023-06-04,21,381.1,2
user0228,2023-12-03,16,269.3,3
user0680,2024-04-28,18,209.2,0
user0030,2023-11-05,18,329.7,0
user0515,2023-09-17,18,318.9,4
user0404,2023-05-21,20,292.3,1
user0067,2023-08-06,20,190.6,0
user0173,2023-09-03,11,128.0,0
user0460,2023-02-05,14,343.5,1
user0485,2023-06-04,17,412.0,0
user0123,2024-07-07,13,374.3,1
user0177,2023-02-26,15,318.2,2
user0490,2023-05-21,16,384.2,1
user0249,2024-01-21,7,419.6,1
user0735,2023-12-31,13,305.1,1
user0559,2023-02-26,10,278.3,0
user0506,2023-08-06,18,198.4,0
user0027,2023-02-05,17,279.9,1
user0411,2023-03-19,12,257.0,1
user0748,2023-02-19,20,457.6,4
user0262,2023-08-20,13,335.4,1
user0626,2023-01-01,17,227.2,0
user0350,2023-02-05,11,404.4,1
user0115,2023-10-29,11,509.7,3
user0608,2023-12-24,19,215.2,0
user0485,2023-05-14,15,347.4,0
user0179,2024-03-31,13,253.7,0
user0465,2023-03-26,17,284.0,1
user0235,2023-08-13,12,149.2,1
user0418,2024-04-07,16,320.9,1
user0698,2024-03-31,14,304.2,2
user0707,2023-10-29,7,142.0,0
user0563,2023-07-02,16,263.1,0
user0523,2023-02-05,14,136.8,0
user0718,2023-12-17,22,314.9,2
user0648,2023-07-09,19,174.3,0
user0110,2023-01-29,19,440.2,1
user0668,2023-07-02,22,315.9,2
user0622,2024-04-28,11,278.4,0
user0615,2024-04-21,18,297.0,0
user0115,2023-06-18,7,285.6,0
user0651,2023-10-29,10,244.2,1
user0153,2023-06-04,19,368.4,2
user0654,2024-06-16,18,422.5,5
user0196,2023-06-11,11,514.6,1
user0526,2023-01-08,16,269.5,2
user0325,2023-10-01,13,335.6,1
user0473,2023-06-18,12,401.9,1
user0627,2023-03-12,14,291.1,0
user0225,2023-07-16,11,260.3,0
user0524,2023-06-11,14,517.7,2
user0612,2023-05-14,15,199.8,1
user0417,2023-09-10,12,317.8,1
user0732,2024-06-02,12,333.4,0
user0017,2023-03-12,11,336.1,2
user0078,2024-01-14,17,295.8,1
user0381,2023-10-29,27,236.1,0
user0513,2024-01-28,14,120.9,2
user0358,2023-05-21,18,285.5,1
user0233,2023-02-26,16,377.7,1
user0257,2023-01-22,16,344.4,0
user0162,2023-11-12,20,30.0,1
user0759,2023-11-26,13,260.6,0
user0211,2023-06-18,15,240.0,0
user0626,2023-09-24,17,251.9,0
user0388,2023-07-23,15,302.6,2
user0350,2023-04-16,14,380.9,0
user0097,2023-12-24,16,175.9,0
user0555,2024-01-21,17,261.1,3
user0378,2023-04-02,20,328.1,0
user0738,2023-11-05,14,301.7,1
user0103,2023-04-23,16,374.1,4
user0250,2023-05-14,14,387.3,2
user0595,2023-06-25,17,102.0,0
user0170,2023-11-12,10,325.5,0
user0715,2023-08-13,12,278.3,0
user0342,2023-09-24,13,376.6,1
user0738,2023-01-08,14,220.5,0
user0520,2023-02-12,13,119.7,0
user0181,2023-07-23,18,113.8,0
user0679,2024-06-30,17,240.9,0
user0488,2023-04-16,17,333.1,1
user0247,2023-01-22,23,374.7,1
user0020,2024-07-07,15,398.4,1
user0625,2023-12-03,13,382.8,1
user0184,2024-04-28,19,253.9,0
user0150,2023-05-28,11,410.1,3
user0576,2024-06-02,16,351.3,1
user0109,2023-05-21,25,344.7,2
user0510,2023-09-24,14,311.9,1
user0569,2024-07-07,12,323.8,1
user0299,2023-06-04,22,165.7,0
user0237,2023-02-26,13,390.0,2
user0461,2024-02-11,13,212.9,0
user0038,2023-08-20,12,181.3,0
user0478,2023-12-03,9,378.1,1
user0620,2024-03-10,21,358.2,1
user0145,2023-01-15,15,155.7,0
user0553,2023-02-12,12,545.2,3
user0284,2023-11-12,17,159.2,1
user0224,2023-01-08,16,294.9,1
user0748,2024-06-23,15,309.0,1
user0682,2023-06-04,9,338.5,0
user0350,2023-08-13,14,411.9,1
user0294,2023-02-05,21,105.3,0
user0317,2023-06-25,17,131.3,0
user0692,2023-07-30,13,308.3,1
user0707,2024-01-21,11,306.0,1
user0096,2023-09-10,16,257.8,0
user0199,2023-01-22,21,228.4,0
user0678,2023-06-04,13,269.7,0
user0484,2023-12-24,13,243.6,1
user0649,2024-01-21,18,301.1,0
user0070,2023-05-14,14,200.9,0
user0679,2024-07-07,23,301.9,1
user0062,2023-01-29,12,260.3,0
user0754,2023-02-19,13,379.9,1
user0191,2023-04-02,14,274.6,0
user0782,2023-08-06,10,208.7,0
user0639,2023-04-16,7,374.5,0
user0596,2023-12-31,13,122.7,0
user0368,2024-04-07,15,277.4,1
user0686,2024-04-21,11,198.5,0
user0038,2023-05-07,17,347.7,1
user0691,2023-03-05,21,543.5,6
user0667,2023-12-17,13,428.5,2
user0618,2023-03-26,14,326.6,1
user0778,2023-11-26,18,392.8,4
user0476,2024-05-05,8,244.9,0
user0237,2023-07-16,12,257.7,1
user0222,2024-02-25,14,270.5,0
user0242,2023-01-22,14,259.4,1
user0795,2024-04-21,16,229.6,0
user0706,2023-04-30,21,353.5,4
user0489,2023-12-10,14,254.0,1
user0677,2023-03-12,17,418.9,1
user0439,2023-11-12,18,271.5,0
user0334,2024-04-07,15,179.4,0
user0260,2024-02-04,15,282.0,1
user0269,2023-07-30,16,263.5,0
user0336,2024-06-23,25,271.6,1
user0688,2023-01-01,17,403.7,1
user0454,2023-01-29,25,385.4,3
user0099,2023-04-30,11,286.9,1
user0095,2023-02-26,10,178.3,0
user0226,2024-03-10,20,52.3,0
user0012,2023-12-24,22,364.3,0
user0586,2024-06-16,16,271.5,1
user0149,2023-03-05,10,134.5,0
user0532,2024-06-09,17,30.0,0
user0002,2023-04-30,15,293.7,0
user0758,2023-01-08,18,161.0,1
user0796,2023-11-19,10,439.0,2
user0057,2024-05-26,11,316.5,1
user0432,2023-07-23,16,320.3,0
user0634,2023-10-08,16,294.0,0
user0580,2023-08-20,11,198.0,0
user0084,2023-05-07,15,288.4,0
user0533,2023-03-12,16,239.2,1
user0355,2023-04-16,17,144.6,0
user0631,2024-01-07,10,340.5,0
user0509,2023-03-05,6,366.0,1
user0565,2023-01-15,15,341.9,1
user0139,2023-04-16,19,252.9,0
user0002,2024-01-07,11,179.8,0
user0139,2023-09-24,17,30.0,0
user0364,2023-10-22,15,350.7,1
user0117,2024-05-12,15,76.6,0
user0776,2024-03-17,6,400.9,1
user0432,2024-05-12,13,214.8,1
user0343,2024-06-09,10,215.4,0
user0257,2023-02-12,14,239.0,0
user0096,2023-03-19,14,327.7,6
user0682,2023-08-20,21,364.1,1
user0557,2023-02-26,23,416.3,2
user0131,2023-01-15,15,301.2,0
user0268,2024-03-10,11,91.5,0
user0145,2023-08-13,14,428.7,2
user0012,2023-08-06,14,224.6,0
user0021,2023-04-16,20,317.0,1
user0797,2023-01-15,15,263.6,1
user0262,2023-03-05,14,268.3,0
user0444,2023-09-10,13,156.4,1
user0784,2023-03-12,16,543.7,1
user0087,2023-01-22,19,275.0,0
user0251,2023-04-16,12,293.7,0
user0758,2023-01-01,16,261.5,0
user0307,2024-03-17,26,451.6,5
user0735,2024-05-26,17,324.7,1
user0494,2023-12-17,14,95.4,0
user0132,2023-12-03,9,189.8,0
user0648,2024-05-19,20,295.9,0
user0044,2023-06-18,18,285.6,0
user0780,2024-01-21,17,263.8,0
user0505,2023-03-05,8,203.0,0
user0085,2023-08-27,13,268.9,0
user0694,2024-05-19,12,354.3,0
user0446,2023-04-02,13,69.9,0
user0642,2024-05-26,18,316.3,1
user0676,2023-10-22,20,205.7,0
user0150,2023-10-15,14,282.6,1
user0329,2023-01-22,12,150.1,0
user0230,2023-12-24,11,263.2,0
user0490,2023-11-19,6,341.8,0
user0445,2023-09-17,11,59.3,0
user0262,2023-01-22,13,197.0,0
user0731,2024-02-18,11,212.0,0
user0331,2023-06-25,17,116.7,0
user0602,2023-11-05,10,340.5,1
user0077,2024-02-11,19,239.6,1
user0692,2023-11-12,12,340.2,1
user0084,2023-11-05,16,214.9,0
user0439,2024-04-14,16,180.8,0
user0756,2023-10-08,20,245.1,1
user0084,2024-05-19,14,407.2,1
user0477,2023-02-19,12,476.3,1
user0283,2023-12-17,17,242.3,0
user0039,2023-10-22,12,236.3,0
user0367,2023-08-06,13,400.7,0
user0590,2023-08-06,11,396.2,0
user0429,2024-02-18,15,112.6,0
user0101,2023-09-10,10,312.1,0
user0649,2023-07-09,11,206.7,0
user0450,2024-04-28,19,357.7,1
user0379,2024-02-25,7,271.1,0
user0606,2023-03-05,21,327.3,1
user0724,2023-05-21,15,343.9,1
user0040,2023-03-26,15,425.8,1
user0171,2024-01-28,14,346.1,0
user0150,2023-12-10,26,282.7,3
user0678,2024-06-09,15,520.1,1
user0597,2023-09-24,14,208.7,0
user0363,2023-11-12,18,387.1,2
user0465,2024-04-07,19,393.5,1
user0551,2023-12-24,16,269.5,1
user0666,2023-05-14,20,219.9,0
user0076,2024-05-05,15,98.6,0
user0364,2024-02-11,18,199.6,0
user0139,2024-06-02,16,158.4,0
user0425,2023-09-24,8,458.9,2
user0654,2023-03-05,14,340.7,1
user0355,2024-06-23,18,351.3,0
user0766,2023-12-03,17,237.1,0
user0480,2023-06-25,13,213.4,0
user0671,2023-02-05,19,331.4,1
user0682,2024-01-21,12,379.0,0
user0330,2024-02-18,15,360.2,2
user0257,2023-10-08,7,220.9,0
user0399,2023-03-26,14,266.6,0
user0377,2023-06-11,16,262.4,0
user0255,2023-05-07,19,459.5,4
user0227,2024-03-17,15,295.7,0
user0017,2023-05-28,13,240.8,0
user0052,2023-05-28,13,158.7,1
user0378,2024-05-05,13,318.1,1
user0344,2023-05-28,11,172.6,0
user0088,2024-03-10,15,275.1,0
user0679,2023-08-06,18,339.9,0
user0153,2024-06-02,11,298.9,0
user0491,2023-04-30,20,187.8,0
user0388,2023-01-01,19,273.3,1
user0230,2023-04-16,15,278.7,0
user0116,2023-10-08,21,233.7,0
user0569,2024-06-16,16,231.4,0
user0008,2024-01-28,14,179.8,0
user0254,2023-03-12,21,71.5,1
user0398,2023-02-19,9,246.7,0
user0750,2023-02-19,21,417.7,4
user0150,2023-08-20,11,277.9,0
user0649,2023-04-30,13,334.7,1
user0796,2023-12-03,16,223.3,0
user0255,2023-12-17,14,241.6,0
user0663,2024-04-07,8,207.7,0
user0705,2023-04-30,16,224.5,0
user0276,2023-05-21,15,386.3,3
user0325,2023-02-12,21,170.2,1
user0331,2023-09-03,14,162.7,0
user0029,2024-03-31,20,232.4,0
user0422,2024-06-30,13,392.7,0
user0122,2024-05-12,17,332.4,1
user0110,2024-02-18,14,255.6,0
user0248,2023-03-19,11,181.6,0
user0365,2024-01-14,15,335.6,1
user0588,2023-09-17,22,284.1,0
user0213,2023-12-31,22,450.3,3
user0386,2023-03-19,15,271.7,1
user0203,2023-05-14,17,160.2,0
user0326,2024-03-10,15,245.5,0
user0428,2023-10-01,7,249.1,0
user0052,2023-01-08,18,230.3,1
user0480,2023-09-24,10,336.6,0
user0771,2023-09-24,16,432.8,3
user0033,2023-07-09,21,181.6,0
user0756,2023-12-03,11,343.2,2
user0082,2024-03-10,17,312.9,0
user0798,2024-02-25,17,214.0,0
user0503,2023-08-20,16,329.5,0
user0712,2024-05-19,15,310.2,1
user0358,2023-01-22,16,323.5,3
user0426,2023-03-19,8,158.8,0
user0297,2023-04-16,21,236.6,1
user0060,2024-06-23,18,219.9,2
user0728,2023-07-02,21,325.6,1
user0136,2024-06-23,16,302.4,1
user0398,2023-11-19,13,443.2,1
user0635,2024-02-11,16,181.0,0
user0653,2024-04-07,15,174.9,0
user0236,2023-07-30,26,228.7,2
user0619,2023-01-15,12,308.5,2
user0043,2023-04-09,11,311.7,1
user0717,2023-10-15,14,226.0,0
user0678,2024-06-23,10,202.9,1
user0360,2023-03-05,16,308.2,0
user0752,2023-12-24,9,219.6,0
user0358,2023-01-15,11,319.4,0
user0668,2023-11-12,13,228.7,0
user0668,2023-04-30,12,157.0,0
user0763,2024-06-30,17,236.7,1
user0387,2023-08-27,20,251.7,0
user0027,2024-04-21,25,407.6,4
user0406,2023-01-08,22,261.6,1
user0157,2023-08-27,17,268.4,0
user0321,2023-04-09,19,488.7,3
user0036,2024-04-14,10,227.9,0
user0422,2023-04-09,13,266.2,0
user0643,2023-03-12,9,359.3,0
user0595,2024-06-09,17,235.6,1
user0722,2023-08-13,12,400.7,1
user0688,2023-03-05,16,290.2,3
user0274,2023-10-01,16,396.2,1
user0539,2024-02-25,20,291.9,1
user0056,2024-06-23,13,230.3,1
user0291,2023-05-21,15,202.0,0
user0033,2023-02-26,11,285.5,0
user0216,2024-01-28,14,244.5,0
user0436,2024-03-10,11,268.9,0
user0677,2024-05-19,18,251.0,0
user0729,2023-04-30,11,305.8,0
user0598,2023-12-31,14,299.5,0
user0634,2024-01-07,11,235.9,0
user0030,2023-10-01,11,198.6,0
user0078,2024-04-28,21,116.7,1
user0715,2023-12-24,19,66.9,0
user0318,2023-03-19,12,394.7,0
user0738,2023-08-27,11,143.3,0
user0467,2023-03-26,13,371.9,1
user0583,2023-10-01,21,281.0,1
user0244,2023-05-14,8,360.5,1
user0454,2023-10-15,11,134.2,0
user0736,2023-01-01,15,250.2,0
user0554,2024-03-17,13,301.9,2
user0785,2023-08-13,11,300.2,0
user0667,2023-08-06,10,331.8,0
user0691,2024-01-07,12,275.0,2
user0632,2023-07-09,18,346.4,1
user0799,2023-02-19,19,201.7,0
user0756,2024-04-07,12,298.7,0
user0308,2023-04-30,13,313.1,2
user0165,2023-01-29,18,244.2,2
user0031,2023-01-08,19,130.9,0
user0014,2023-04-09,18,169.2,0
user0291,2023-08-27,20,426.4,2
user0118,2023-01-15,25,255.3,1
user0308,2023-05-21,7,195.7,0
user0429,2024-05-12,15,261.8,0
user0251,2023-10-15,17,275.6,0
user0398,2023-05-14,20,167.3,1
user0700,2023-01-08,10,72.6,0
user0509,2024-05-05,9,112.0,0
user0611,2023-12-10,14,256.7,0
user0542,2023-12-17,15,307.7,0
user0707,2024-03-17,12,202.8,1
user0276,2023-06-11,18,225.3,0
user0580,2023-03-12,7,335.5,1
user0708,2023-11-12,11,240.1,0
user0323,2024-07-07,15,242.2,0
user0637,2024-07-07,12,400.3,1
user0142,2023-09-10,10,228.8,0
user0515,2024-01-28,10,269.0,0
user0230,2024-02-11,11,353.1,3
user0106,2024-01-28,14,240.6,1
user0706,2023-01-22,14,380.9,0
user0573,2024-02-18,18,337.3,1
user0201,2024-01-28,11,385.8,2
user0623,2023-11-26,10,343.2,0
user0173,2024-04-07,15,339.9,1
user0226,2023-03-19,20,230.4,1
user0647,2023-04-09,20,252.4,0
user0515,2023-11-05,15,263.2,0
user0733,2024-05-26,17,254.9,1
user0457,2023-07-09,18,327.4,0
user0052,2024-03-03,25,255.9,0
user0279,2023-11-19,19,278.8,0
user0549,2023-02-19,22,315.1,1
user0001,2023-09-10,14,259.8,0
user0054,2024-02-25,15,301.7,1
user0286,2024-01-07,7,332.6,0
user0669,2023-10-29,13,412.2,0
user0187,2023-10-22,12,389.3,4
user0752,2023-01-15,22,256.8,0
user0288,2023-12-24,14,422.4,1
user0309,2024-06-16,16,288.0,0
user0217,2023-11-05,20,239.4,1
user0767,2023-07-02,15,289.3,1
user0776,2023-03-12,20,199.3,0
user0152,2023-09-17,20,187.1,1
user0746,2023-02-12,13,317.2,1
user0117,2024-04-21,12,243.8,0
user0149,2023-04-09,20,270.7,0
user0149,2023-01-01,18,249.4,0
user0547,2023-10-29,20,293.9,1
user0192,2024-06-16,20,250.2,0
user0041,2023-07-23,18,375.9,3
user0190,2023-07-23,14,266.0,0
user0155,2024-05-05,16,303.4,1
user0273,2023-03-19,17,328.0,1
user0444,2024-01-14,12,362.8,2
user0407,2023-01-08,12,310.8,0
user0467,2024-01-21,14,309.8,1
user0533,2024-02-11,13,367.1,1
user0335,2023-03-12,13,244.8,0
user0275,2024-03-03,17,296.9,1
user0059,2023-01-29,14,305.6,0
user0117,2023-04-09,22,219.9,0
user0054,2024-05-26,14,303.6,1
user0545,2024-02-11,11,246.3,1
user0478,2023-05-28,13,297.1,0
user0732,2024-07-07,15,273.9,0
user0725,2023-10-29,12,238.0,0
user0793,2024-04-28,12,393.0,1
user0575,2023-03-26,9,109.6,0
user0593,2023-06-11,8,179.0,0
user0645,2023-02-05,19,83.1,1
user0135,2023-10-15,17,335.7,2
user0222,2024-03-24,15,189.7,1
user0323,2023-07-23,8,387.9,0
user0662,2023-06-18,26,263.8,1
user0653,2024-01-21,16,392.6,2
user0137,2023-07-09,15,111.8,0
user0565,2023-05-28,11,223.3,0
user0765,2024-07-07,16,145.3,0
user0075,2024-06-30,17,300.6,0
user0240,2023-05-07,14,239.2,0
user0670,2023-05-28,16,305.6,0
user0597,2024-05-26,8,468.2,4
user0388,2023-01-29,15,217.6,0
user0072,2023-01-01,19,333.9,3
user0280,2024-04-21,18,284.3,1
user0283,2023-01-08,11,180.4,0
user0270,2023-10-15,15,268.1,2
user0429,2023-01-22,10,253.6,0
user0482,2023-02-19,12,487.8,3
user0048,2023-12-17,16,276.1,0
user0532,2024-04-14,15,106.9,2
user0428,2023-02-26,11,81.2,0
user0738,2023-07-02,18,355.5,0
user0734,2024-04-14,18,233.4,0
user0125,2023-08-27,17,295.3,1
user0064,2023-10-01,19,367.1,0
user0153,2024-03-24,16,232.0,0
user0036,2023-10-29,15,156.5,1
user0129,2023-04-02,12,398.8,0
user0114,2024-03-24,19,150.9,0
user0076,2024-01-07,16,200.3,1
user0795,2023-10-29,8,115.7,1
user0155,2024-02-11,16,197.4,0
user0287,2023-09-17,16,160.6,1
user0617,2023-10-01,15,204.6,0
user0795,2023-06-04,5,428.9,2
user0195,2024-06-16,15,267.0,0
user0110,2024-04-07,9,450.7,2
user0270,2024-01-21,17,122.7,1
user0547,2024-02-11,17,223.7,0
user0727,2023-03-19,17,251.3,0
user0693,2023-01-01,14,307.7,1
user0236,2023-12-03,9,387.4,0
user0571,2023-05-14,17,165.9,0
user0208,2023-03-12,16,164.4,1
user0607,2023-12-10,16,266.8,0
user0411,2023-05-07,14,290.1,0
user0789,2023-08-20,8,198.3,0
user0307,2023-01-29,12,313.0,0
user0191,2024-01-28,12,182.4,0
user0454,2023-07-23,13,268.4,1
user0258,2023-01-15,19,295.0,1
user0770,2023-12-03,20,220.9,0
user0161,2023-02-26,8,447.2,1
user0657,2023-06-25,18,131.2,1
user0770,2023-11-05,14,279.1,0
user0033,2023-10-08,17,308.1,0
user0775,2023-10-29,17,67.5,0
user0367,2024-01-28,19,258.9,0
user0313,2024-04-28,13,343.6,2
user0364,2023-04-30,13,250.2,0
user0345,2023-03-19,19,256.5,2
user0416,2024-06-23,16,104.7,0
user0033,2023-11-19,12,231.3,0
user0465,2023-02-12,14,152.7,1
user0461,2023-01-01,8,298.3,1
user0408,2024-06-16,17,228.1,2
user0006,2024-05-05,12,190.5,1
user0552,2023-11-05,17,349.7,0
user0649,2023-07-16,12,143.8,1
user0264,2023-10-08,21,225.8,0
user0001,2023-12-10,14,257.5,0
user0043,2024-07-07,18,425.5,2
user0335,2023-03-05,14,211.0,0
user0286,2023-01-29,8,139.0,0
user0372,2024-04-21,13,316.4,1
